title,url,date_published,scraped_date,article_number,article_content
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 4,"Чл. 4. (Изм. - ДВ, бр. 100 от 1992 г.) (1) Работниците и служителите имат право, без предварително разрешение, свободно да образуват по свой избор синдикални организации, доброволно да встъпват и да излизат от тях, като се съобразяват само с техните устави.
(2) Синдикалните организации представляват и защитават интересите на работниците и служителите пред държавните органи и пред работодателите по въпросите на трудовите и осигурителните отношения и на жизненото равнище чрез колективно преговаряне, участие в тристранното сътрудничество, организиране на стачки и други действия съгласно закона.
Сдружаване на работодателите"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 5,"Чл. 5. (Изм. - ДВ, бр. 100 от 1992 г.) (1) Работодателите имат право, без предварително разрешение, свободно да образуват по свой избор организации, които да ги представляват и защитават, както и доброволно да встъпват и да излизат от тях, като се съобразяват само с техните устави.
(2) (Изм. - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г.) Организациите на работодателите по предходната алинея представляват и защитават своите интереси чрез колективно преговаряне, участие в тристранното сътрудничество и чрез други действия съгласно закона.
Общо събрание на работниците и служителите"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 6,"Чл. 6. (1) (Изм. - ДВ, бр. 100 от 1992 г., изм. - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г.) Общото събрание се състои от всички работници и служители в предприятието.
(2) Когато организацията на труда или други причини не позволяват функционирането на общо събрание, по инициатива на работници и служители или на работодателя може да се създаде събрание на пълномощниците. То се състои от представители на работниците и служителите, избрани за определен от общите събрания в структурните звена на предприятието срок. Нормата на представителство се определя от работниците и служителите и е еднаква за цялото предприятие.
(3) За свикването, дейността и правата на събранието на пълномощниците се прилагат правилата относно общото събрание на работниците и служителите.
Ред за работа на общото събрание (Загл. изм. - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г.)"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 6а,"Чл. 6а. (Нов - ДВ, бр. 2 от 1996 г.) (1) (Нова - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г.) Общото събрание на работниците и служителите само определя реда за своята работа.
(2) (Предишна ал. 1 - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г.) Общото събрание (събранието на пълномощниците) в предприятието се свиква от работодателя, от ръководството на синдикална организация, както и по инициатива на една десета от работниците и служителите (пълномощниците) от предприятието.
(3) (Предишна ал. 2 - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г.) Общото събрание (събранието на пълномощниците) е редовно, ако на него присъстват повече от половината от работниците и служителите (пълномощниците).
(4) (Предишна ал. 3, изм. - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г.) Общото събрание на работниците и служителите приема решенията си с обикновено мнозинство от присъстващите, доколкото в този кодекс, в друг закон или в устав не е предвидено друго.
Участие на работниците и служителите в управлението на предприятието"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 7,"Чл. 7. (1) (Изм. - ДВ, бр. 100 от 1992 г., предишен текст на чл. 7 - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г., изм. - ДВ, бр. 48 от 2006 г., в сила от 01.07.2006 г.) Работниците и служителите участвуват чрез избрани от общото събрание на работниците и служителите представители в обсъждането и решаването на въпроси на управлението на предприятието само в предвидените от закона случаи.
(2) (Нова - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г.) Работниците и служителите могат на общо събрание да избират свои представители, които да представляват техните общи интереси по въпросите на трудовите и осигурителните отношения пред работодателя им или пред държавните органи. Представителите се избират с мнозинство повече от две трети от членовете на общото събрание.
(3) (Нова - ДВ, бр. 52 от 2004 г., в сила от 01.08.2004 г., отм. - ДВ, бр. 48 от 2006 г., в сила от 01.07.2006 г.)
Представители за информиране и консултиране на работниците и служителите"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 7а,"Чл. 7а. (Нов - ДВ, бр. 48 от 2006 г., в сила от 01.07.2006 г.) (1) (Доп. - ДВ, бр. 7 от 2012 г.) В предприятия, включително в предприятия, които осигуряват временна работа, с 50 и повече работници и служители, както и в организационно и икономически обособени поделения на предприятия с 20 и повече работници и служители, общото събрание избира от своя състав представители на работниците и служителите за осъществяване на информирането и консултирането по чл. 130в и 130г.
(2) Общото събрание може да предостави функциите по ал. 1 на определени от ръководствата на синдикалните организации представители или на представителите на работниците и служителите по чл. 7, ал. 2.
(3) (Доп. - ДВ, бр. 7 от 2012 г.) Численият състав по ал. 1 се определя от средномесечния списъчен брой на работниците и служителите през предходните 12 месеца. В него се включват всички работници и служители, които са или са били в трудово правоотношение с работодателя, независимо от неговия срок и продължителността на тяхното работно време, включително работниците и служителите, изпратени от предприятие, което осигурява временна работа.
(4) Броят на представителите на работниците и служителите се определя предварително от общото събрание, както следва:
1. за предприятия с 50 до 250 работници и служители - от 3 до 5;
2. за предприятия с повече от 250 работници и служители - от 5 до 9;
3. за организационно и икономически обособени поделения - от 1 до 3.
(5) Кандидатури за избор на представители на работниците и служителите по ал. 1 могат да предлагат отделни работници и служители, групи работници и служители, както и синдикални организации.
(6) Общото събрание определя реда за провеждане на избора по ал. 5, включително начина на гласуване.
(7) Общото събрание приема решенията си по ал. 1, 2 и 4 с обикновено мнозинство от присъстващите.
Мандат на представителите на работниците и служителите"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 7б,"Чл. 7б. (Нов - ДВ, бр. 48 от 2006 г., в сила от 01.07.2006 г.) (1) Представителите на работниците и служителите по чл. 7, ал. 2 и чл. 7а се избират за срок от една до три години. Те се освобождават предсрочно:
1. ако са осъдени за умишлено престъпление от общ характер;
2. при системно неизпълнение на функциите им;
3. при обективна невъзможност да изпълняват функциите си повече от 6 месеца;
4. по тяхно искане.
(2) (Доп. - ДВ, бр. 108 от 2008 г.) В случаите по чл. 123, ал. 1, ако предприятието, дейността или част от предприятието или дейността запази самостоятелността си, представителите на работниците и служителите по чл. 7, ал. 2 и чл. 7а след промяната запазват положението си и функциите си при същите условия, вид и обем, каквито са имали преди промяната, до избирането на нови представители, но за не повече от една година от датата на промяната. Ако след промяната предприятието, дейността или част от предприятието или дейността не запази самостоятелността си, мандатът на избраните представители на работниците и служителите се прекратява, като работниците и служителите, които са преминали към новия работодател, се представляват от представителите на работниците и служителите в предприятието, в което са преминали на работа.
Права и задължения на представителите на работниците и служителите"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 7в,"Чл. 7в. (Нов - ДВ, бр. 48 от 2006 г., в сила от 01.07.2006 г.) (1) Представителите на работниците и служителите имат право:
1. да бъдат информирани от работодателя по начин, който им позволява да оценят евентуалното въздействие на предвидените от компетентните органи мерки;
2. да изискват от работодателя да им предостави необходимата информация, ако това не е направено в определените срокове;
3. да участват в процедури по консултиране с работодателя и да изразят становището си по предвидените от компетентните органи мерки, което да се отчете при вземането на решение;
4. да изискват срещи с работодателя в случаите, когато се налага да го информират за поставените от работниците и служителите въпроси;
5. на достъп до всички работни места в предприятието или поделението;
6. да участват в обучение във връзка с упражняването на техните функции.
(2) Представителите на работниците и служителите са длъжни да:
1. информират работниците и служителите за получената информация по ал. 1, т. 1 и 2 и за резултатите от проведените консултации и срещи по ал. 1, т. 3 и 4;
2. не разгласяват и да не използват за своя сметка или за сметка на трети лица информацията по ал. 1, т. 1 и 2, която им е предоставена с изискване за поверителност, докато са представители на работниците и служителите, както и след преустановяване на функциите им.
(3) Представителите на работниците и служителите сами определят реда за работата си. Те могат да определят едно или няколко лица от своя състав, които в посочените от кодекса случаи да сключват споразумение с работодателя.
(4) С колективен трудов договор или с отделно споразумение с работодателя може да се предвиди, че представителите на работниците и служителите, когато това е необходимо с оглед задълженията им, могат да ползват право на намалена продължителност на работното време, допълнителен отпуск и други.
Отговорност при разкриването на поверителна информация"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 7г,"Чл. 7г. (Нов - ДВ, бр. 48 от 2006 г., в сила от 01.07.2006 г.) Лицата, на които е предоставена информация с изискване за поверителност, отговарят за вредите, които са причинени на работодателя от неизпълнение на задължението за опазването и.
Осъществяване на трудовите права и задължения"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 8,"Чл. 8. (1) Трудовите права и задължения се осъществяват добросъвестно съобразно изискванията на законите.
(2) Добросъвестността при осъществяване на трудовите права и задължения се предполага до установяване на противното.
(3) (Изм. - ДВ, бр. 100 от 1992 г., изм. - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г., изм. - ДВ, бр. 52 от 2004 г., в сила от 01.08.2004 г.) При осъществяване на трудовите права и задължения не се допуска пряка или непряка дискриминация, основана на народност, произход, пол, сексуална ориентация, раса, цвят на кожата, възраст, политически и религиозни убеждения, членуване в синдикални и други обществени организации и движения, семейно и материално положение, наличие на психически или физически увреждания, както и различия в срока на договора и продължителността на работното време.
(4) Трудовите права и задължения са лични. Отказът от трудови права, както и прехвърлянето на трудови права или задължения са недействителни.
Гаранции за осъществяване на трудовите права и задължения"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 9,"Чл. 9. (Отм. - ДВ, бр. 100 от 1992 г.)
Приложим закон при трудовите правоотношения"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 10,"Чл. 10. (Изм. - ДВ, бр. 100 от 1992 г., изм. - ДВ, бр. 48 от 2006 г., в сила от 01.07.2006 г., изм. - ДВ, бр. 108 от 2008 г.) (1) (Изм. - ДВ, бр. 107 от 2020 г.) Този кодекс се прилага за трудовото правоотношение между работодател и работник или служител с място на работа в Република България, доколкото не е предвидено друго в закон или в международен договор, който е в сила за Република България.
(2) (Изм. - ДВ, бр. 107 от 2020 г.) Този кодекс се прилага и за трудовото правоотношение между български работодател и работник или служител с място на работа извън Република България, доколкото не е предвидено друго в закон или в международен договор, който е в сила за Република България.
(3) Разпоредбите на ал. 1 и 2 не се прилагат за трудови правоотношения с международен елемент, ако страните са избрали трудовото им правоотношение да се урежда от законодателството на друга държава.
(4) (Изм. - ДВ, бр. 107 от 2020 г.) Прилагането на ал. 1, 2 и 3 не лишава работника или служителя от защитата, която му осигуряват повелителните норми на законодателството на държавата, на територията на която или от която обичайно се полага трудът, когато те са по-благоприятни за работника или служителя.
Признаване на трудови права, придобити в чужбина"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 11,"Чл. 11. (Изм. - ДВ, бр. 100 от 1992 г.) Трудови права, придобити в чужбина, се признават в Република България по силата на закон, акт на Министерския съвет или на международен договор, по който е страна Република България.
Глава втора.
ТРУДОВ КОЛЕКТИВ (ОТМ. - ДВ, БР. 100 ОТ 1992 Г.)
Раздел I.
Общи разпоредби (Отм. - ДВ, бр. 100 от 1992 г.)
Първичен и основен трудов колектив"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 12,"Чл. 12. (Отм. - ДВ, бр. 100 от 1992 г.)
Програмни и други временни колективи"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 13,"Чл. 13. (Отм. - ДВ, бр. 100 от 1992 г.)
Трудови колективи - стопани на социалистическата собственост"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 14,"Чл. 14. (Отм. - ДВ, бр. 100 от 1992 г.)
Осъществяването на трудовия процес от трудовите колективи"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 15,"Чл. 15. (Отм. - ДВ, бр. 100 от 1992 г.)
Самоуправление на трудовите колективи"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 16,"Чл. 16. (Отм. - ДВ, бр. 100 от 1992 г.)
Приложимост на правната уредба на трудовите колективи"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 17,"Чл. 17. (Отм. - ДВ, бр. 100 от 1992 г.)
Раздел II.
Първичен трудов колектив (Отм. - ДВ, бр. 100 от 1992 г.)
Органи на първичния трудов колектив"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 18,"Чл. 18. (Отм. - ДВ, бр. 100 от 1992 г.)
Свикване на общото събрание и приемане на решения"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 19,"Чл. 19. (Отм. - ДВ, бр. 100 от 1992 г.)
Права и задължения на общото събрание"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 20,"Чл. 20. (Отм. - ДВ, бр. 100 от 1992 г.)
Права и задължения на бригадния съвет"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 21,"Чл. 21. (Отм. - ДВ, бр. 100 от 1992 г.)
Права и задължения на бригадира"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 22,"Чл. 22. (Отм. - ДВ, бр. 100 от 1992 г.)
Разногласия между бригадира, бригадния съвет и общото събрание"
